Reporting Month,Timestamp,What is the name of your school?,What is your school's synthetic school code?,What is the name of your district?,Block Details,Was the PBL project conducted in your school this month?,Was evidence submitted for the completed PBL project?,In which class/classes did you conduct the PBL project?,Which subject do you teach?,"Total number of students enrolled in Class 6, including all sections","Average student attendance during the Class 6 PBL Science session. If you did not teach Science in Class 6, enter 0.","Average student attendance during the Class 6 PBL Math session. If you did not teach Math in Class 6, enter 0.","Total number of students enrolled in Class 7, including all sections","Average student attendance during the Class 7 PBL Science session. If you did not teach Science in Class 7, enter 0.","Average student attendance during the Class 7 PBL Math session. If you did not teach Math in Class 7, enter 0.","Total number of students enrolled in Class 8, including all sections","Average student attendance during the Class 8 PBL Science session. If you did not teach Science in Class 8, enter 0.","Average student attendance during the Class 8 PBL Math session. If you did not teach Math in Class 8, enter 0.",Derived: Total enrollment across Classes 6-8,Derived: Total attendance across PBL Science and Math sessions,Derived: Overall PBL attendance rate,Derived: Risk status
2025-09,2025-09-25 03:54:00,School AAOE,SYN-369-AAOE,District T,District T - Block 001,Yes,No,"Classes 6, 7 and 8",Math and Science,68,39,40,59,33,29,33,19,22,160,182,0.5687,At Risk
2025-09,2025-09-25 04:11:00,School AAOF,SYN-370-AAOF,District T,District T - Block 001,Yes,Yes,Class 6,Math and Science,98,68,61,81,60,59,73,58,58,252,364,0.7222,Behind
2025-09,2025-09-25 04:28:00,School AAOG,SYN-371-AAOG,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,66,59,55,53,42,39,59,51,49,178,295,0.8287,On Track
2025-09,2025-09-25 04:45:00,School AAOH,SYN-372-AAOH,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,82,76,66,80,64,63,70,58,59,232,386,0.8319,On Track
2025-09,2025-09-25 05:02:00,School AAOI,SYN-373-AAOI,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,56,34,28,34,18,23,33,16,19,123,138,0.561,At Risk
2025-09,2025-09-25 05:19:00,School AAOJ,SYN-374-AAOJ,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Science,132,98,67,106,86,61,120,91,52,358,455,0.6355,Behind
2025-09,2025-09-25 05:36:00,School AAOK,SYN-375-AAOK,District T,District T - Block 001,Yes,No,Class 6,Math and Science,76,56,54,58,38,39,67,50,45,201,282,0.7015,Behind
2025-09,2025-09-25 05:53:00,School AAOL,SYN-376-AAOL,District T,District T - Block 001,Yes,Yes,Class 6,Math,135,96,93,98,86,87,89,64,63,322,489,0.7593,On Track
2025-09,2025-09-25 06:10:00,School AAOM,SYN-377-AAOM,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,51,31,25,49,26,28,26,13,14,126,137,0.5437,At Risk
2025-09,2025-09-25 06:27:00,School AAON,SYN-378-AAON,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Science,125,98,102,83,59,63,78,48,46,286,416,0.7273,Behind
2025-09,2025-09-25 06:44:00,School AAOO,SYN-379-AAOO,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,157,98,86,116,79,82,115,68,77,388,490,0.6314,Behind
2025-09,2025-09-25 07:01:00,School AAOP,SYN-380-AAOP,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Science,105,91,57,76,54,40,56,45,37,237,324,0.6835,Behind
2025-09,2025-09-25 07:18:00,School AAOS,SYN-383-AAOS,District T,District T - Block 001,Yes,No,"Classes 6, 7 and 8",Science,57,36,38,52,31,31,22,14,15,131,165,0.6298,Behind
2025-09,2025-09-25 07:35:00,School AAOT,SYN-384-AAOT,District T,District T - Block 001,Yes,No,Class 6,Math and Science,124,54,53,85,39,37,50,21,24,259,228,0.4402,At Risk
2025-09,2025-09-25 07:52:00,School AAOU,SYN-385-AAOU,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math,107,70,71,77,40,54,32,19,24,216,278,0.6435,Behind
2025-09,2025-09-25 08:09:00,School AAQK,SYN-427-AAQK,District T,District T - Block 002,No,No,Not conducted,Not applicable,142,0,0,101,0,0,78,0,0,321,0,0.0,Critical
2025-09,2025-09-25 08:26:00,School AAQL,SYN-428-AAQL,District T,District T - Block 002,Yes,Yes,"Classes 6, 7 and 8",Science,183,100,132,76,59,55,64,43,31,323,420,0.6502,Behind
2025-09,2025-09-25 08:43:00,School AAQM,SYN-429-AAQM,District T,District T - Block 002,Yes,Yes,Class 6,Science,82,80,71,58,53,48,47,41,46,187,339,0.9064,On Track
2025-09,2025-09-25 09:00:00,School AAQN,SYN-430-AAQN,District T,District T - Block 002,No,No,Not conducted,Not applicable,51,0,0,38,0,0,30,0,0,119,0,0.0,Critical
2025-09,2025-09-25 09:17:00,School AAQO,SYN-431-AAQO,District T,District T - Block 002,Yes,Yes,"Classes 6, 7 and 8",Science,68,67,67,75,72,71,62,36,37,205,350,0.8537,On Track
2025-09,2025-09-25 09:34:00,School AAQP,SYN-432-AAQP,District T,District T - Block 002,Yes,Yes,Class 8,Science,43,33,30,22,14,16,18,10,12,83,115,0.6928,Behind
2025-09,2025-09-25 09:51:00,School AAQQ,SYN-433-AAQQ,District T,District T - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,96,40,36,66,28,33,39,21,21,201,179,0.4453,At Risk
2025-09,2025-09-25 10:08:00,School AAQR,SYN-434-AAQR,District T,District T - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,74,64,61,54,37,37,46,32,29,174,260,0.7471,Behind
2025-09,2025-09-25 10:25:00,School AAQS,SYN-435-AAQS,District T,District T - Block 002,Yes,Yes,Classes 6 and 7,Math and Science,67,36,48,65,36,33,45,22,26,177,201,0.5678,At Risk
2025-09,2025-09-25 10:42:00,School AAQT,SYN-436-AAQT,District T,District T - Block 002,Yes,Yes,"Classes 6, 7 and 8",Science,121,76,62,127,85,73,109,36,63,357,395,0.5532,At Risk
2025-09,2025-09-25 10:59:00,School AAQU,SYN-437-AAQU,District T,District T - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,53,29,29,31,20,22,28,11,14,112,125,0.558,At Risk
2025-09,2025-09-25 11:16:00,School AAQV,SYN-438-AAQV,District T,District T - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,92,50,47,65,41,34,33,22,19,190,213,0.5605,At Risk
2025-09,2025-09-25 11:33:00,School AAQW,SYN-439-AAQW,District T,District T - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,37,33,31,37,30,32,17,14,15,91,155,0.8516,On Track
2025-09,2025-09-25 11:50:00,School AAQX,SYN-440-AAQX,District T,District T - Block 002,Yes,Yes,Class 6,Math and Science,72,53,54,49,42,38,48,44,39,169,270,0.7988,On Track
2025-09,2025-09-25 12:07:00,School AAQY,SYN-441-AAQY,District T,District T - Block 002,Yes,Yes,Class 6,Science,38,31,23,47,38,36,24,19,12,109,159,0.7294,Behind
2025-09,2025-09-25 12:24:00,School AANA,SYN-339-AANA,District T,District T - Block 003,Yes,Yes,Class 6,Math and Science,72,56,40,62,32,35,40,28,30,174,221,0.6351,Behind
2025-09,2025-09-25 12:41:00,School AANB,SYN-340-AANB,District T,District T - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,50,32,37,43,33,34,43,32,31,136,199,0.7316,Behind
2025-09,2025-09-25 12:58:00,School AANC,SYN-341-AANC,District T,District T - Block 003,Yes,Yes,Class 6,Math and Science,86,43,46,137,46,73,129,47,82,352,337,0.4787,At Risk
2025-09,2025-09-25 13:15:00,School AAND,SYN-342-AAND,District T,District T - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,81,54,52,119,71,62,87,62,60,287,361,0.6289,Behind
2025-09,2025-09-25 13:32:00,School AANE,SYN-343-AANE,District T,District T - Block 003,Yes,No,"Classes 6, 7 and 8",Math and Science,185,131,168,105,94,96,85,83,77,375,649,0.8653,On Track
2025-09,2025-09-25 13:49:00,School AANF,SYN-344-AANF,District T,District T - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,27,19,19,19,9,9,14,8,9,60,73,0.6083,Behind
2025-09,2025-09-25 14:06:00,School AANG,SYN-345-AANG,District T,District T - Block 003,Yes,No,"Classes 6, 7 and 8",Math and Science,132,85,81,68,57,60,72,55,65,272,403,0.7408,Behind
2025-09,2025-09-25 14:23:00,School AANH,SYN-346-AANH,District T,District T - Block 003,No,No,Not conducted,Not applicable,183,0,0,126,0,0,131,0,0,440,0,0.0,Critical
2025-09,2025-09-25 14:40:00,School AANI,SYN-347-AANI,District T,District T - Block 003,Yes,Yes,Class 6,Math,185,98,112,225,108,129,155,91,77,565,615,0.5442,At Risk
2025-09,2025-09-25 14:57:00,School AAPI,SYN-399-AAPI,District T,District T - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,73,36,28,53,30,27,43,33,35,169,189,0.5592,At Risk
2025-09,2025-09-25 15:14:00,School AAOV,SYN-386-AAOV,District T,District T - Block 004,No,No,Not conducted,Not applicable,49,0,0,45,0,0,19,0,0,113,0,0.0,Critical
2025-09,2025-09-25 15:31:00,School AAOW,SYN-387-AAOW,District T,District T - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,40,30,29,49,27,32,33,19,19,122,156,0.6393,Behind
2025-09,2025-09-25 15:48:00,School AAOX,SYN-388-AAOX,District T,District T - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,32,27,25,32,26,27,38,32,32,102,169,0.8284,On Track
2025-09,2025-09-25 16:05:00,School AAOY,SYN-389-AAOY,District T,District T - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,30,14,18,14,8,8,27,16,20,71,84,0.5915,At Risk
2025-09,2025-09-25 16:22:00,School AAOZ,SYN-390-AAOZ,District T,District T - Block 004,Yes,Yes,"Classes 6, 7 and 8",Science,16,13,8,23,20,12,31,24,15,70,92,0.6571,Behind
2025-09,2025-09-25 16:39:00,School AAPA,SYN-391-AAPA,District T,District T - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,45,33,36,44,28,26,25,19,16,114,158,0.693,Behind
2025-09,2025-09-25 16:56:00,School AAPB,SYN-392-AAPB,District T,District T - Block 004,Yes,No,Class 6,Science,27,23,24,37,33,25,40,20,39,104,164,0.7885,On Track
2025-09,2025-09-25 17:13:00,School AAPC,SYN-393-AAPC,District T,District T - Block 004,Yes,Yes,Class 6,Science,97,19,57,93,51,60,48,21,25,238,233,0.4895,At Risk
2025-09,2025-09-25 17:30:00,School AAPD,SYN-394-AAPD,District T,District T - Block 004,No,No,Not conducted,Not applicable,75,0,0,75,0,0,65,0,0,215,0,0.0,Critical
2025-09,2025-09-25 17:47:00,School AAPE,SYN-395-AAPE,District T,District T - Block 004,Yes,Yes,Class 6,Math,30,15,13,15,10,11,15,9,8,60,66,0.55,At Risk
2025-09,2025-09-25 18:04:00,School AAPF,SYN-396-AAPF,District T,District T - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,28,15,17,28,19,15,29,20,18,85,104,0.6118,Behind
2025-09,2025-09-25 18:21:00,School AAPG,SYN-397-AAPG,District T,District T - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,50,34,33,33,23,21,36,22,23,119,156,0.6555,Behind
2025-09,2025-09-25 18:38:00,School AAQD,SYN-420-AAQD,District T,District T - Block 005,Yes,Yes,"Classes 6, 7 and 8",Math and Science,86,56,69,70,42,52,65,45,45,221,309,0.6991,Behind
2025-09,2025-09-25 18:55:00,School AAQE,SYN-421-AAQE,District T,District T - Block 005,Yes,Yes,"Classes 6, 7 and 8",Math and Science,39,27,27,31,24,28,16,11,11,86,128,0.7442,Behind
2025-09,2025-09-25 19:12:00,School AAQF,SYN-422-AAQF,District T,District T - Block 005,Yes,Yes,Class 6,Science,72,32,34,90,48,37,73,38,22,235,211,0.4489,At Risk
2025-09,2025-09-25 19:29:00,School AAQG,SYN-423-AAQG,District T,District T - Block 005,Yes,Yes,Class 8,Science,96,81,82,63,62,56,61,57,57,220,395,0.8977,On Track
2025-09,2025-09-25 19:46:00,School AAQH,SYN-424-AAQH,District T,District T - Block 005,Yes,Yes,"Classes 6, 7 and 8",Science,30,27,20,51,41,36,23,20,14,104,158,0.7596,On Track
2025-09,2025-09-25 20:03:00,School AAQI,SYN-425-AAQI,District T,District T - Block 005,Yes,Yes,"Classes 6, 7 and 8",Science,57,35,33,38,22,25,40,24,19,135,158,0.5852,At Risk
2025-09,2025-09-25 20:20:00,School AAQJ,SYN-426-AAQJ,District T,District T - Block 005,Yes,No,"Classes 6, 7 and 8",Math and Science,76,34,39,66,37,37,75,51,54,217,252,0.5806,At Risk
2025-09,2025-09-25 20:37:00,School AAMJ,SYN-322-AAMJ,District T,District T - Block 006,Yes,Yes,"Classes 6, 7 and 8",Science,53,21,40,62,23,39,22,15,16,137,154,0.562,At Risk
2025-09,2025-09-25 20:54:00,School AAMK,SYN-323-AAMK,District T,District T - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,50,37,39,22,16,14,10,8,8,82,122,0.7439,Behind
2025-09,2025-09-25 21:11:00,School AAML,SYN-324-AAML,District T,District T - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,27,7,8,34,10,9,32,8,9,93,51,0.2742,Critical
2025-09,2025-09-25 21:28:00,School AAMM,SYN-325-AAMM,District T,District T - Block 006,Yes,Yes,Class 8,Math and Science,54,35,24,57,35,36,54,31,33,165,194,0.5879,At Risk
2025-09,2025-09-25 21:45:00,School AAMN,SYN-326-AAMN,District T,District T - Block 006,Yes,Yes,Class 8,Math,92,44,49,65,41,46,34,17,26,191,223,0.5838,At Risk
2025-09,2025-09-25 22:02:00,School AAMO,SYN-327-AAMO,District T,District T - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,154,118,126,178,149,137,114,92,102,446,724,0.8117,On Track
2025-09,2025-09-25 22:19:00,School AAMP,SYN-328-AAMP,District T,District T - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,64,38,38,54,38,30,34,23,18,152,185,0.6086,Behind
2025-09,2025-09-25 22:36:00,School AAMQ,SYN-329-AAMQ,District T,District T - Block 006,Yes,Yes,Class 6,Math,44,19,2,22,11,11,35,18,2,101,63,0.3119,Critical
2025-09,2025-09-25 22:53:00,School AAMR,SYN-330-AAMR,District T,District T - Block 006,Yes,Yes,Class 6,Science,25,16,15,25,14,14,27,16,18,77,93,0.6039,Behind
2025-09,2025-09-25 23:10:00,School AAMS,SYN-331-AAMS,District T,District T - Block 006,No,No,Not conducted,Not applicable,168,0,0,60,0,0,60,0,0,288,0,0.0,Critical
2025-09,2025-09-25 23:27:00,School AAMT,SYN-332-AAMT,District T,District T - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,67,38,32,78,36,32,66,33,36,211,207,0.4905,At Risk
2025-09,2025-09-25 23:44:00,School AAMU,SYN-333-AAMU,District T,District T - Block 006,Yes,No,Class 6,Math and Science,53,44,47,60,39,41,62,53,52,175,276,0.7886,On Track
2025-09,2025-09-26 00:01:00,School AAMV,SYN-334-AAMV,District T,District T - Block 006,Yes,Yes,"Classes 6, 7 and 8",Science,45,28,23,26,18,19,29,18,19,100,125,0.625,Behind
2025-09,2025-09-26 00:18:00,School AAMW,SYN-335-AAMW,District T,District T - Block 006,Yes,No,"Classes 6, 7 and 8",Science,17,16,12,17,15,10,23,22,12,57,87,0.7632,On Track
2025-09,2025-09-26 00:35:00,School AAMX,SYN-336-AAMX,District T,District T - Block 006,Yes,No,"Classes 6, 7 and 8",Math and Science,85,50,55,110,73,70,72,43,44,267,335,0.6273,Behind
2025-09,2025-09-26 00:52:00,School AAMY,SYN-337-AAMY,District T,District T - Block 006,Yes,Yes,"Classes 6, 7 and 8",Science,65,50,42,78,66,32,47,41,34,190,265,0.6974,Behind
2025-09,2025-09-26 01:09:00,School AAMZ,SYN-338-AAMZ,District T,District T - Block 006,Yes,Yes,Class 6,Math,85,57,42,56,22,22,74,20,23,215,186,0.4326,At Risk
2025-09,2025-09-26 01:26:00,School AAQZ,SYN-442-AAQZ,District T,District T - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,55,43,43,65,52,51,31,20,20,151,229,0.7583,On Track
2025-09,2025-09-26 01:43:00,School AARA,SYN-443-AARA,District T,District T - Block 007,Yes,No,Class 6,Math,76,36,74,71,45,53,34,16,33,181,257,0.7099,Behind
2025-09,2025-09-26 02:00:00,School AARB,SYN-444-AARB,District T,District T - Block 007,Yes,Yes,Class 6,Math,89,56,39,90,51,44,49,32,28,228,250,0.5482,At Risk
2025-09,2025-09-26 02:17:00,School AARC,SYN-445-AARC,District T,District T - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,59,58,48,35,30,28,40,26,30,134,220,0.8209,On Track
2025-09,2025-09-26 02:34:00,School AARD,SYN-446-AARD,District T,District T - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,68,52,62,54,41,48,60,45,43,182,291,0.7995,On Track
2025-09,2025-09-26 02:51:00,School AARE,SYN-447-AARE,District T,District T - Block 007,Yes,Yes,Class 6,Math and Science,33,20,14,50,28,35,42,30,25,125,152,0.608,Behind
2025-09,2025-09-26 03:08:00,School AARF,SYN-448-AARF,District T,District T - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,69,52,43,101,70,56,68,53,38,238,312,0.6555,Behind
2025-09,2025-09-26 03:25:00,School AARG,SYN-449-AARG,District T,District T - Block 007,Yes,Yes,Classes 6 and 8,Math and Science,105,91,88,66,55,61,45,40,36,216,371,0.8588,On Track
2025-09,2025-09-26 03:42:00,School AARH,SYN-450-AARH,District T,District T - Block 007,Yes,Yes,Class 6,Math and Science,36,34,18,25,12,24,43,20,41,104,149,0.7163,Behind
2025-09,2025-09-26 03:59:00,School AARI,SYN-451-AARI,District T,District T - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,36,23,25,24,16,15,17,13,11,77,103,0.6688,Behind
2025-09,2025-09-26 04:16:00,School AARJ,SYN-452-AARJ,District T,District T - Block 007,Yes,Yes,Class 6,Math,83,51,43,87,42,42,83,42,43,253,263,0.5198,At Risk
2025-09,2025-09-26 04:33:00,School AARK,SYN-453-AARK,District T,District T - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,45,35,33,44,33,30,30,27,29,119,187,0.7857,On Track
2025-09,2025-09-26 04:50:00,School AARM,SYN-455-AARM,District T,District T - Block 007,Yes,No,Class 6,Math,60,50,48,58,53,53,38,31,32,156,267,0.8558,On Track
2025-09,2025-09-26 05:07:00,School AARN,SYN-456-AARN,District T,District T - Block 007,Yes,Yes,Class 6,Math and Science,56,3,3,60,3,3,38,2,2,154,16,0.0519,Critical
2025-09,2025-09-26 05:24:00,School AARO,SYN-457-AARO,District T,District T - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,34,27,28,38,29,32,30,26,23,102,165,0.8088,On Track
2025-09,2025-09-26 05:41:00,School AARP,SYN-458-AARP,District T,District T - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,40,18,20,58,31,29,65,39,42,163,179,0.5491,At Risk
2025-09,2025-09-26 05:58:00,School AARQ,SYN-459-AARQ,District T,District T - Block 007,Yes,No,"Classes 6, 7 and 8",Math and Science,24,18,18,21,17,16,18,13,13,63,95,0.754,On Track
2025-09,2025-09-26 06:15:00,School AARR,SYN-460-AARR,District T,District T - Block 007,Yes,No,"Classes 6, 7 and 8",Math and Science,22,19,18,26,22,20,19,15,18,67,112,0.8358,On Track
2025-09,2025-09-26 06:32:00,School AARS,SYN-461-AARS,District T,District T - Block 007,Yes,No,"Classes 6, 7 and 8",Math and Science,42,29,30,50,26,23,28,16,14,120,138,0.575,At Risk
2025-09,2025-09-26 06:49:00,School AART,SYN-462-AART,District T,District T - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,38,23,25,40,23,23,58,47,42,136,183,0.6728,Behind
2025-09,2025-09-26 07:06:00,School AARU,SYN-463-AARU,District T,District T - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,123,79,68,115,68,77,100,70,67,338,429,0.6346,Behind
2025-09,2025-09-26 07:23:00,School AARV,SYN-464-AARV,District T,District T - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,50,39,38,72,49,42,58,48,44,180,260,0.7222,Behind
2025-09,2025-09-26 07:40:00,School AARW,SYN-465-AARW,District T,District T - Block 007,Yes,No,Class 6,Math,106,46,25,121,52,23,57,27,27,284,200,0.3521,At Risk
2025-09,2025-09-26 07:57:00,School AARX,SYN-466-AARX,District T,District T - Block 007,Yes,Yes,Class 6,Math and Science,91,54,61,86,51,57,64,44,44,241,311,0.6452,Behind
2025-09,2025-09-26 08:14:00,School AARY,SYN-467-AARY,District T,District T - Block 007,Yes,Yes,Class 7,Math,63,49,36,89,46,43,77,41,35,229,250,0.5459,At Risk
2025-09,2025-09-26 08:31:00,School AARZ,SYN-468-AARZ,District T,District T - Block 007,Yes,Yes,Class 6,Science,25,24,13,41,40,26,30,29,23,96,155,0.8073,On Track
2025-09,2025-09-26 08:48:00,School AASA,SYN-469-AASA,District T,District T - Block 007,Yes,Yes,"Classes 6, 7 and 8",Science,126,62,50,124,54,52,80,39,38,330,295,0.447,At Risk
2025-09,2025-09-26 09:05:00,School AASB,SYN-470-AASB,District T,District T - Block 007,Yes,Yes,Class 6,Math and Science,32,22,19,30,18,19,22,16,17,84,111,0.6607,Behind
2025-09,2025-09-26 09:22:00,School AASC,SYN-471-AASC,District T,District T - Block 007,Yes,Yes,Class 6,Math,103,65,62,0,0,0,0,0,0,103,127,0.6165,Behind
2025-09,2025-09-26 09:39:00,School AAOQ,SYN-381-AAOQ,District T,District T - Block 008,Yes,Yes,Class 6,Math and Science,136,65,45,80,49,75,50,49,49,266,332,0.6241,Behind
2025-09,2025-09-26 09:56:00,School AAOR,SYN-382-AAOR,District T,District T - Block 008,No,No,Not conducted,Not applicable,128,0,0,45,0,0,40,0,0,213,0,0.0,Critical
2025-09,2025-09-26 10:13:00,School AAPH,SYN-398-AAPH,District T,District T - Block 008,Yes,Yes,Class 6,Math and Science,44,35,38,37,25,23,32,24,27,113,172,0.7611,On Track
2025-09,2025-09-08 09:10:00,School AARL,SYN-454-AARL,District T,District T - Block 008,Yes,Yes,Class 6,Science,86,73,74,74,71,68,37,36,31,197,353,0.8959,On Track
2025-09,2025-09-08 09:27:00,School AASD,SYN-472-AASD,District T,District T - Block 008,Yes,Yes,Class 6,Math and Science,66,40,42,54,42,36,34,21,25,154,206,0.6688,Behind
2025-09,2025-09-08 09:44:00,School AASE,SYN-473-AASE,District T,District T - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,240,134,157,65,58,64,55,50,54,360,517,0.7181,Behind
2025-09,2025-09-08 10:01:00,School AASF,SYN-474-AASF,District T,District T - Block 008,Yes,Yes,Class 6,Math and Science,64,33,29,62,32,27,52,25,34,178,180,0.5056,At Risk
2025-09,2025-09-08 10:18:00,School AASG,SYN-475-AASG,District T,District T - Block 008,Yes,Yes,"Classes 6, 7 and 8",Science,36,18,26,29,18,14,27,19,17,92,112,0.6087,Behind
2025-09,2025-09-08 10:35:00,School AASH,SYN-476-AASH,District T,District T - Block 008,Yes,Yes,Classes 6 and 7,Math,39,25,37,39,18,38,0,0,0,78,118,0.7564,On Track
2025-09,2025-09-08 10:52:00,School AASI,SYN-477-AASI,District T,District T - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,89,52,62,87,66,62,56,55,55,232,352,0.7586,On Track
2025-09,2025-09-08 11:09:00,School AASJ,SYN-478-AASJ,District T,District T - Block 008,Yes,No,Classes 6 and 7,Science,39,28,27,51,34,29,18,13,12,108,143,0.662,Behind
2025-09,2025-09-08 11:26:00,School AASK,SYN-479-AASK,District T,District T - Block 008,Yes,Yes,"Classes 6, 7 and 8",Science,72,44,37,54,40,32,27,16,20,153,189,0.6176,Behind
2025-09,2025-09-08 11:43:00,School AASL,SYN-480-AASL,District T,District T - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,42,35,32,41,24,26,26,18,16,109,151,0.6927,Behind
2025-09,2025-09-08 12:00:00,School AASM,SYN-481-AASM,District T,District T - Block 008,Yes,Yes,Classes 6 and 8,Math,64,32,42,59,35,32,54,26,30,177,197,0.5565,At Risk
2025-09,2025-09-08 12:17:00,School AASN,SYN-482-AASN,District T,District T - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,83,41,47,92,50,50,62,34,35,237,257,0.5422,At Risk
2025-09,2025-09-08 12:34:00,School AASO,SYN-483-AASO,District T,District T - Block 008,Yes,Yes,"Classes 6, 7 and 8",Science,66,51,37,65,42,33,30,23,19,161,205,0.6366,Behind
2025-09,2025-09-08 12:51:00,School AASP,SYN-484-AASP,District T,District T - Block 008,No,No,Not conducted,Not applicable,91,0,0,135,0,0,105,0,0,331,0,0.0,Critical
2025-09,2025-09-08 13:08:00,School AASQ,SYN-485-AASQ,District T,District T - Block 008,Yes,Yes,Class 6,Science,63,57,37,36,18,27,27,19,17,126,175,0.6944,Behind
2025-09,2025-09-08 13:25:00,School AASR,SYN-486-AASR,District T,District T - Block 008,Yes,Yes,Classes 6 and 7,Math and Science,37,23,26,49,27,31,29,14,16,115,137,0.5957,At Risk
2025-09,2025-09-08 13:42:00,School AASS,SYN-487-AASS,District T,District T - Block 008,Yes,Yes,"Classes 6, 7 and 8",Science,60,42,30,40,33,19,30,26,21,130,171,0.6577,Behind
2025-09,2025-09-08 13:59:00,School AAST,SYN-488-AAST,District T,District T - Block 008,Yes,Yes,"Classes 6, 7 and 8",Science,44,33,24,52,41,23,40,35,18,136,174,0.6397,Behind
2025-09,2025-09-08 14:16:00,School AASU,SYN-489-AASU,District T,District T - Block 008,No,No,Not conducted,Not applicable,21,0,0,33,0,0,17,0,0,71,0,0.0,Critical
